id,title,description,category,tags
643,Technology: Legacy Migration bottleneck #643,Scenario 643 (Technology). Provincial Regulators cite talent retention in remote hubs while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,42"
644,Sustainability: Pilot Rollout bottleneck #644,Scenario 644 (Sustainability). Ngo Consortia cite underfunded change management while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,43"
645,FinTech: Scale-Up bottleneck #645,Scenario 645 (FinTech). University Labs cite fragmented funding cycles while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,44"
646,Logistics: Regulatory Refresh bottleneck #646,Scenario 646 (Logistics). Sme Federations cite vendor lock-in risk while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,45"
647,Genomics: Post-Merger Integration bottleneck #647,Scenario 647 (Genomics). City Innovation Offices cite unclear procurement rules while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,46"
648,Cybersecurity: Legacy Migration bottleneck #648,Scenario 648 (Cybersecurity). Ngo Consortia cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,47"
649,Agriculture: Pilot Rollout bottleneck #649,Scenario 649 (Agriculture). Ngo Consortia cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,48"
650,General: Scale-Up bottleneck #650,Scenario 650 (General). Patient Advocacy Groups cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,49"
651,Healthcare: Scale-Up bottleneck #651,Scenario 651 (Healthcare). University Labs cite weak outcome baselines while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,50"
652,Education: Discovery bottleneck #652,Scenario 652 (Education). Industry Alliances cite vendor lock-in risk while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,51"
653,Technology: Discovery bottleneck #653,Scenario 653 (Technology). Industry Alliances cite missing interoperability standards while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,52"
654,Sustainability: Pilot Rollout bottleneck #654,Scenario 654 (Sustainability). Teacher Cooperatives cite missing interoperability standards while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,53"
655,FinTech: Regulatory Refresh bottleneck #655,Scenario 655 (FinTech). Ngo Consortia cite talent retention in remote hubs while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,54"
656,Logistics: Discovery bottleneck #656,Scenario 656 (Logistics). Patient Advocacy Groups cite talent retention in remote hubs while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,55"
657,Genomics: Legacy Migration bottleneck #657,Scenario 657 (Genomics). Patient Advocacy Groups cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,56"
658,Cybersecurity: Legacy Migration bottleneck #658,Scenario 658 (Cybersecurity). Patient Advocacy Groups cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,57"
659,Agriculture: Discovery bottleneck #659,Scenario 659 (Agriculture). Patient Advocacy Groups cite missing interoperability standards while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,58"
660,General: Post-Merger Integration bottleneck #660,Scenario 660 (General). Patient Advocacy Groups cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,59"
661,Healthcare: Pilot Rollout bottleneck #661,Scenario 661 (Healthcare). Ngo Consortia cite unclear procurement rules while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,60"
662,Education: Legacy Migration bottleneck #662,Scenario 662 (Education). City Innovation Offices cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,61"
663,Technology: Discovery bottleneck #663,Scenario 663 (Technology). Sme Federations cite underfunded change management while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,62"
664,Sustainability: Discovery bottleneck #664,Scenario 664 (Sustainability). Teacher Cooperatives cite unclear procurement rules while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,63"
665,FinTech: Legacy Migration bottleneck #665,Scenario 665 (FinTech). Teacher Cooperatives cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,64"
666,Logistics: Scale-Up bottleneck #666,Scenario 666 (Logistics). Industry Alliances cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,65"
667,Genomics: Legacy Migration bottleneck #667,Scenario 667 (Genomics). University Labs cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,66"
668,Cybersecurity: Post-Merger Integration bottleneck #668,Scenario 668 (Cybersecurity). Provincial Regulators cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,67"
669,Agriculture: Regulatory Refresh bottleneck #669,Scenario 669 (Agriculture). Teacher Cooperatives cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,68"
670,General: Scale-Up bottleneck #670,Scenario 670 (General). Ngo Consortia cite vendor lock-in risk while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,69"
671,Healthcare: Scale-Up bottleneck #671,Scenario 671 (Healthcare). Teacher Cooperatives cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,70"
672,Education: Pilot Rollout bottleneck #672,Scenario 672 (Education). Teacher Cooperatives cite vendor lock-in risk while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,71"
673,Technology: Scale-Up bottleneck #673,Scenario 673 (Technology). Industry Alliances cite fragmented funding cycles while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,72"
674,Sustainability: Discovery bottleneck #674,Scenario 674 (Sustainability). Patient Advocacy Groups cite data residency conflicts while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,73"
675,FinTech: Legacy Migration bottleneck #675,Scenario 675 (FinTech). University Labs cite vendor lock-in risk while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,74"
676,Logistics: Legacy Migration bottleneck #676,Scenario 676 (Logistics). Industry Alliances cite vendor lock-in risk while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,75"
677,Genomics: Regulatory Refresh bottleneck #677,Scenario 677 (Genomics). Teacher Cooperatives cite vendor lock-in risk while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,76"
678,Cybersecurity: Scale-Up bottleneck #678,Scenario 678 (Cybersecurity). Industry Alliances cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,77"
679,Agriculture: Post-Merger Integration bottleneck #679,Scenario 679 (Agriculture). Provincial Regulators cite missing interoperability standards while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,78"
680,General: Pilot Rollout bottleneck #680,Scenario 680 (General). University Labs cite missing interoperability standards while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,79"
681,Healthcare: Post-Merger Integration bottleneck #681,Scenario 681 (Healthcare). Ngo Consortia cite unclear procurement rules while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,80"
682,Education: Scale-Up bottleneck #682,Scenario 682 (Education). City Innovation Offices cite data residency conflicts while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,81"
683,Technology: Discovery bottleneck #683,Scenario 683 (Technology). Patient Advocacy Groups cite vendor lock-in risk while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,82"
684,Sustainability: Discovery bottleneck #684,Scenario 684 (Sustainability). Teacher Cooperatives cite fragmented funding cycles while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,83"
685,FinTech: Legacy Migration bottleneck #685,Scenario 685 (FinTech). Industry Alliances cite data residency conflicts while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,84"
686,Logistics: Regulatory Refresh bottleneck #686,Scenario 686 (Logistics). Provincial Regulators cite fragmented funding cycles while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,85"
687,Genomics: Legacy Migration bottleneck #687,Scenario 687 (Genomics). Sme Federations cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,86"
688,Cybersecurity: Pilot Rollout bottleneck #688,Scenario 688 (Cybersecurity). Sme Federations cite talent retention in remote hubs while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,87"
689,Agriculture: Scale-Up bottleneck #689,Scenario 689 (Agriculture). Patient Advocacy Groups cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,88"
690,General: Discovery bottleneck #690,Scenario 690 (General). Sme Federations cite data residency conflicts while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,89"
691,Healthcare: Pilot Rollout bottleneck #691,Scenario 691 (Healthcare). Teacher Cooperatives cite unclear procurement rules while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,90"
692,Education: Discovery bottleneck #692,Scenario 692 (Education). Ngo Consortia cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,91"
693,Technology: Legacy Migration bottleneck #693,Scenario 693 (Technology). Teacher Cooperatives cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,92"
694,Sustainability: Post-Merger Integration bottleneck #694,Scenario 694 (Sustainability). Sme Federations cite vendor lock-in risk while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,93"
695,FinTech: Legacy Migration bottleneck #695,Scenario 695 (FinTech). Teacher Cooperatives cite weak outcome baselines while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,94"
696,Logistics: Post-Merger Integration bottleneck #696,Scenario 696 (Logistics). Sme Federations cite missing interoperability standards while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,95"
697,Genomics: Post-Merger Integration bottleneck #697,Scenario 697 (Genomics). Sme Federations cite vendor lock-in risk while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,96"
698,Cybersecurity: Legacy Migration bottleneck #698,Scenario 698 (Cybersecurity). Industry Alliances cite missing interoperability standards while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,97"
699,Agriculture: Post-Merger Integration bottleneck #699,Scenario 699 (Agriculture). Industry Alliances cite unclear procurement rules while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,98"
700,General: Post-Merger Integration bottleneck #700,Scenario 700 (General). University Labs cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,99"
701,Healthcare: Regulatory Refresh bottleneck #701,Scenario 701 (Healthcare). Sme Federations cite data residency conflicts while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,0"
702,Education: Legacy Migration bottleneck #702,Scenario 702 (Education). Ngo Consortia cite talent retention in remote hubs while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,1"
703,Technology: Scale-Up bottleneck #703,Scenario 703 (Technology). City Innovation Offices cite unclear procurement rules while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,2"
704,Sustainability: Legacy Migration bottleneck #704,Scenario 704 (Sustainability). Provincial Regulators cite data residency conflicts while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,3"
705,FinTech: Discovery bottleneck #705,Scenario 705 (FinTech). Sme Federations cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,4"
706,Logistics: Post-Merger Integration bottleneck #706,Scenario 706 (Logistics). Patient Advocacy Groups cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,5"
707,Genomics: Scale-Up bottleneck #707,Scenario 707 (Genomics). University Labs cite fragmented funding cycles while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,6"
708,Cybersecurity: Scale-Up bottleneck #708,Scenario 708 (Cybersecurity). City Innovation Offices cite talent retention in remote hubs while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,7"
709,Agriculture: Pilot Rollout bottleneck #709,Scenario 709 (Agriculture). Provincial Regulators cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,8"
710,General: Legacy Migration bottleneck #710,Scenario 710 (General). Teacher Cooperatives cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,9"
711,Healthcare: Legacy Migration bottleneck #711,Scenario 711 (Healthcare). Patient Advocacy Groups cite vendor lock-in risk while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,10"
712,Education: Discovery bottleneck #712,Scenario 712 (Education). City Innovation Offices cite data residency conflicts while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,11"
713,Technology: Discovery bottleneck #713,Scenario 713 (Technology). Sme Federations cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,12"
714,Sustainability: Regulatory Refresh bottleneck #714,Scenario 714 (Sustainability). University Labs cite fragmented funding cycles while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,13"
715,FinTech: Discovery bottleneck #715,Scenario 715 (FinTech). Industry Alliances cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,14"
716,Logistics: Discovery bottleneck #716,Scenario 716 (Logistics). Teacher Cooperatives cite talent retention in remote hubs while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,15"
717,Genomics: Legacy Migration bottleneck #717,Scenario 717 (Genomics). Ngo Consortia cite data residency conflicts while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,16"
718,Cybersecurity: Pilot Rollout bottleneck #718,Scenario 718 (Cybersecurity). Provincial Regulators cite fragmented funding cycles while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,17"
719,Agriculture: Legacy Migration bottleneck #719,Scenario 719 (Agriculture). Sme Federations cite data residency conflicts while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,18"
720,General: Regulatory Refresh bottleneck #720,Scenario 720 (General). Industry Alliances cite talent retention in remote hubs while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,19"
721,Healthcare: Regulatory Refresh bottleneck #721,Scenario 721 (Healthcare). Industry Alliances cite underfunded change management while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,20"
722,Education: Pilot Rollout bottleneck #722,Scenario 722 (Education). Ngo Consortia cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,21"
723,Technology: Regulatory Refresh bottleneck #723,Scenario 723 (Technology). Industry Alliances cite vendor lock-in risk while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,22"
724,Sustainability: Discovery bottleneck #724,Scenario 724 (Sustainability). Sme Federations cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,23"
725,FinTech: Scale-Up bottleneck #725,Scenario 725 (FinTech). University Labs cite data residency conflicts while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,24"
726,Logistics: Post-Merger Integration bottleneck #726,Scenario 726 (Logistics). Provincial Regulators cite fragmented funding cycles while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,25"
727,Genomics: Discovery bottleneck #727,Scenario 727 (Genomics). Teacher Cooperatives cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,26"
728,Cybersecurity: Post-Merger Integration bottleneck #728,Scenario 728 (Cybersecurity). Patient Advocacy Groups cite weak outcome baselines while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,27"
729,Agriculture: Discovery bottleneck #729,Scenario 729 (Agriculture). Teacher Cooperatives cite talent retention in remote hubs while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,28"
730,General: Discovery bottleneck #730,Scenario 730 (General). Industry Alliances cite missing interoperability standards while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,29"
731,Healthcare: Pilot Rollout bottleneck #731,Scenario 731 (Healthcare). Patient Advocacy Groups cite talent retention in remote hubs while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,30"
732,Education: Legacy Migration bottleneck #732,Scenario 732 (Education). Sme Federations cite underfunded change management while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,31"
733,Technology: Discovery bottleneck #733,Scenario 733 (Technology). City Innovation Offices cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,32"
734,Sustainability: Pilot Rollout bottleneck #734,Scenario 734 (Sustainability). Sme Federations cite fragmented funding cycles while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,33"
735,FinTech: Legacy Migration bottleneck #735,Scenario 735 (FinTech). Industry Alliances cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,34"
736,Logistics: Discovery bottleneck #736,Scenario 736 (Logistics). City Innovation Offices cite missing interoperability standards while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,35"
737,Genomics: Post-Merger Integration bottleneck #737,Scenario 737 (Genomics). Provincial Regulators cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,36"
738,Cybersecurity: Pilot Rollout bottleneck #738,Scenario 738 (Cybersecurity). Ngo Consortia cite unclear procurement rules while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,37"
739,Agriculture: Regulatory Refresh bottleneck #739,Scenario 739 (Agriculture). University Labs cite unclear procurement rules while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,38"
740,General: Scale-Up bottleneck #740,Scenario 740 (General). Industry Alliances cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,39"
741,Healthcare: Discovery bottleneck #741,Scenario 741 (Healthcare). Ngo Consortia cite vendor lock-in risk while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,40"
742,Education: Legacy Migration bottleneck #742,Scenario 742 (Education). Ngo Consortia cite fragmented funding cycles while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,41"
743,Technology: Discovery bottleneck #743,Scenario 743 (Technology). Industry Alliances cite underfunded change management while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,42"
744,Sustainability: Pilot Rollout bottleneck #744,Scenario 744 (Sustainability). Provincial Regulators cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,43"
745,FinTech: Post-Merger Integration bottleneck #745,Scenario 745 (FinTech). Provincial Regulators cite data residency conflicts while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,44"
